date, modeltype, features, dataset, thetime, cv_score, macro_prec, macro_recall, macro_f1, params, ,
f1_macro2019-09-16_09_32_52, XGBClassifier, topo and code feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_third/,156,0.065,0.086,0.068,0.071, booster-gbtree_max_depth-8_, ,
f1_macro2019-09-15_07_15_03, XGBClassifier, topo and code feats, ,146,0.065,0.086,0.068,0.071, booster-gbtree_max_depth-8_, ,
f1_macro2019-09-15_03_23_33, XGBClassifier, topo and code feats, ,156,0.065,0.086,0.068,0.071, booster-gbtree_max_depth-8_, ,
macroF1_2019-09-17_19_12_10, 3_GGNN1, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_third/,483,0.083,0.147,0.102,0.069, aggr_type-mean_d1-30_d2-20_num_classes-10_num_layers-1_batch_size-16_learning_rate-0.001_, ,
f1_macro2019-09-15_05_46_15, mlp2, tfidf and topo feats, ,61,0.341,0.081,0.069,0.068, d1-96_d2-20_d3-15_num_classes-171_, ,
f1_macro2019-09-12_21_49_19, mlp1, code feats, ,6,0.15,0.08,0.092,0.068, d1-7_d2-30_num_classes-24_, ,
f1_micro2019-08-21_00_34_39, LogisticRegression, x_topo_feats, ,11,0.476,0.108,0.101,0.066, C-1_max_iter-200_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
f1_micro2019-08-21_19_22_55, LogisticRegression, x_topo_feats, ,12,0.476,0.108,0.101,0.066, C-1_max_iter-200_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
f1_micro2019-08-22_00_14_38, LogisticRegression, x_topo_feats, ,12,0.476,0.108,0.101,0.066, C-1_max_iter-200_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
f1_macro2019-09-15_22_20_07, LogisticRegression, topo and code feats, ./tmp/symbols_dataset_3_precomp_split_undersample_max_third/,43,0.061,0.106,0.094,0.066, C-1_max_iter-100_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
macroF1_2019-09-17_12_27_42, 3_GGNN1, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_third/,482,0.134,0.052,0.098,0.065, aggr_type-mean_d1-30_d2-20_num_classes-10_num_layers-1_batch_size-16_learning_rate-0.001_, ,
f1_macro2019-09-16_14_01_49, RandomForestClassifier, topo and code feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_third/,2,0.078,0.071,0.064,0.065, max_depth-150_n_estimators-16_, ,
macroF1_2019-09-17_16_44_47, 3_GGNN1, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_third/,714,0.059,0.072,0.1,0.065, aggr_type-mean_d1-30_d2-20_num_classes-10_num_layers-2_batch_size-16_learning_rate-0.001_, ,
macroF1_2019-09-17_21_58_14, 3_GGNN5, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_third/,287,0.108,0.047,0.1,0.064, aggr_type-mean_d1-10_d2-5_d3-4_d4-4_num_classes-10_num_layers-4_batch_size-16_learning_rate-0.001_, ,
macroF1_2019-09-17_08_32_29, 3_GGNN1, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_third/,484,0.09,0.047,0.1,0.064, aggr_type-mean_d1-30_d2-20_num_classes-10_num_layers-1_batch_size-16_learning_rate-0.01_, ,
macroF1_2019-09-17_10_53_18, 3_GGNN5, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_third/,588,0.088,0.047,0.1,0.064, aggr_type-mean_d1-10_d2-5_d3-4_d4-4_num_classes-10_num_layers-2_batch_size-16_learning_rate-0.001_, ,
macroF1_2019-09-16_03_03_25, 3_GGNN5, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_third/,963,0.088,0.047,0.1,0.064, aggr_type-mean_d1-40_d2-20_d3-15_d4-10_num_classes-10_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-16_08_58_02, 3_GGNN6, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_third/,1954,0.082,0.047,0.1,0.064, aggr_type-mean_d1-40_d2-20_d3-10_d4-10_d5-5_num_classes-10_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-16_03_20_18, 3_GGNN1, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_third/,1003,0.08,0.047,0.1,0.064, aggr_type-mean_d1-70_d2-10_num_classes-10_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-17_16_32_50, 3_GGNN1, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_third/,715,0.076,0.047,0.1,0.064, aggr_type-mean_d1-30_d2-20_num_classes-10_num_layers-2_batch_size-16_learning_rate-0.01_, ,
macroF1_2019-09-17_17_06_52, 3_GGNN1, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_third/,668,0.074,0.047,0.1,0.064, aggr_type-mean_d1-30_d2-20_num_classes-10_num_layers-1_batch_size-16_learning_rate-0.001_, ,
macroF1_2019-09-15_20_59_35, 3_GGNN6, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_third/,993,0.062,0.047,0.1,0.064, aggr_type-mean_d1-40_d2-20_d3-10_d4-10_d5-5_num_classes-10_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-17_09_17_02, 3_GGNN5, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_third/,238,0.062,0.047,0.1,0.064, aggr_type-mean_d1-10_d2-5_d3-4_d4-4_num_classes-10_num_layers-2_batch_size-16_learning_rate-0.01_, ,
macroF1_2019-09-16_09_30_03, 3_GGNN5, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_third/,1914,0.061,0.047,0.1,0.064, aggr_type-mean_d1-40_d2-20_d3-15_d4-10_num_classes-10_num_layers-2_batch_size-32_learning_rate-0.01_, ,
f1_macro2019-09-16_14_21_58, LogisticRegression, topo and code feats, ./tmp/symbols_dataset_3_precomp_split_undersample_max_half/,57,0.059,0.091,0.088,0.064, C-1_max_iter-100_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
macroF1_2019-09-17_21_03_28, 3_GGNN5, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_third/,755,0.056,0.047,0.1,0.064, aggr_type-mean_d1-10_d2-5_d3-4_d4-4_num_classes-10_num_layers-4_batch_size-16_learning_rate-0.001_, ,
macroF1_2019-09-15_05_15_31, 3_GGNN1, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_third/,915,0.055,0.047,0.1,0.064, aggr_type-mean_d1-60_d2-10_num_classes-10_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-16_07_40_49, 3_GGNN1, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_third/,1849,0.039,0.047,0.1,0.064, aggr_type-mean_d1-60_d2-10_num_classes-10_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-16_04_51_51, 3_GGNN1, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_third/,1865,0.039,0.047,0.1,0.064, aggr_type-mean_d1-60_d2-20_num_classes-10_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-15_22_53_25, 3_GGNN1, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_third/,1987,0.039,0.047,0.1,0.064, aggr_type-mean_d1-70_d2-20_num_classes-10_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-16_14_20_58, 3_GGNN1, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_third/,916,0.039,0.047,0.1,0.064, aggr_type-mean_d1-60_d2-20_num_classes-10_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-16_12_53_10, 3_GGNN1, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_third/,978,0.039,0.047,0.1,0.064, aggr_type-mean_d1-70_d2-20_num_classes-10_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-17_23_04_24, 3_GGNN5, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_third/,695,0.039,0.047,0.1,0.064, aggr_type-mean_d1-10_d2-5_d3-4_d4-4_num_classes-10_num_layers-2_batch_size-16_learning_rate-0.01_, ,
macroF1_2019-09-17_23_28_10, 3_GGNN5, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_half/,356,0,0.06,0.1,0.063, aggr_type-mean_d1-10_d2-5_d3-4_d4-4_num_classes-10_num_layers-4_batch_size-16_learning_rate-0.01_, ,
macroF1_2019-09-16_10_39_42, 3_GGNN5, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_half/,3175,0.074,0.045,0.1,0.062, aggr_type-mean_d1-40_d2-20_d3-15_d4-10_num_classes-10_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-15_09_17_07, 3_GGNN1, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_half/,1521,0.062,0.045,0.1,0.062, aggr_type-mean_d1-60_d2-20_num_classes-10_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-16_18_50_26, 3_GGNN1, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_half/,1537,0.057,0.045,0.1,0.062, aggr_type-mean_d1-60_d2-10_num_classes-10_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-15_21_55_59, 3_GGNN1, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_half/,3378,0.05,0.045,0.1,0.062, aggr_type-mean_d1-70_d2-20_num_classes-10_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-16_13_39_18, 3_GGNN1, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_half/,1631,0.039,0.045,0.1,0.062, aggr_type-mean_d1-70_d2-10_num_classes-10_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-15_12_41_18, 3_GGNN1, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_half/,3317,0.039,0.045,0.1,0.062, aggr_type-mean_d1-60_d2-10_num_classes-10_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-16_00_24_39, 3_GGNN1, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_half/,1660,0.039,0.045,0.1,0.062, aggr_type-mean_d1-70_d2-20_num_classes-10_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-16_04_12_26, 3_GGNN1, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_half/,3109,0.039,0.045,0.1,0.062, aggr_type-mean_d1-60_d2-20_num_classes-10_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-15_17_45_48, 3_GGNN1, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_half/,3295,0.039,0.045,0.1,0.062, aggr_type-mean_d1-70_d2-10_num_classes-10_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-15_08_51_24, 3_GGNN1, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_half/,3065,0.039,0.045,0.1,0.062, aggr_type-mean_d1-60_d2-10_num_classes-10_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-16_02_45_32, 3_GGNN6, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_half/,1655,0.038,0.045,0.1,0.062, aggr_type-mean_d1-40_d2-20_d3-10_d4-10_d5-5_num_classes-10_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-15_14_03_20, 3_GGNN1, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_half/,1770,0.038,0.045,0.1,0.062, aggr_type-mean_d1-60_d2-20_num_classes-10_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-17_23_47_04, 3_GGNN1, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_half/,1129,0,0.045,0.1,0.062, aggr_type-mean_d1-30_d2-20_num_classes-10_num_layers-4_batch_size-16_learning_rate-0.01_, ,
macroF1_2019-09-17_14_32_32, 3_GGNN5, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_half/,327,0,0.045,0.1,0.062, aggr_type-mean_d1-10_d2-5_d3-4_d4-4_num_classes-10_num_layers-4_batch_size-16_learning_rate-0.001_, ,
macroF1_2019-09-17_18_04_30, 3_GGNN1, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_half/,889,0,0.045,0.1,0.062, aggr_type-mean_d1-30_d2-20_num_classes-10_num_layers-2_batch_size-16_learning_rate-0.01_, ,
macroF1_2019-09-18_00_21_34, 3_GGNN5, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_half/,347,0,0.045,0.1,0.062, aggr_type-mean_d1-10_d2-5_d3-4_d4-4_num_classes-10_num_layers-2_batch_size-16_learning_rate-0.001_, ,
macroF1_2019-09-15_13_32_20, 3_GGNN1, graph, , ,0,0.045,0.1,0.062, aggr_type-mean_d1-60_d2-20_num_classes-10_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-17_12_02_41, 3_GGNN1, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_half/,720,0,0.045,0.1,0.062, aggr_type-mean_d1-30_d2-20_num_classes-10_num_layers-4_batch_size-16_learning_rate-0.01_, ,
macroF1_2019-09-17_11_21_55, 3_GGNN1, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_half/,713,0,0.045,0.1,0.062, aggr_type-mean_d1-30_d2-20_num_classes-10_num_layers-4_batch_size-16_learning_rate-0.001_, ,
macroF1_2019-09-17_12_19_04, 3_GGNN1, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_half/,884,0,0.045,0.1,0.062, aggr_type-mean_d1-30_d2-20_num_classes-10_num_layers-2_batch_size-16_learning_rate-0.001_, ,
macroF1_2019-09-17_17_28_04, 3_GGNN5, graph, ./tmp/symbols_dataset_1_precomp_split_undersample_max_half/,733,0,0.045,0.1,0.062, aggr_type-mean_d1-10_d2-5_d3-4_d4-4_num_classes-10_num_layers-2_batch_size-16_learning_rate-0.001_, ,
f1_macro2019-09-15_03_01_51, mlp2, topo and code feats, ,21,0.18,0.062,0.098,0.061, d1-17_d2-20_d3-15_num_classes-24_, ,
f1_macro2019-09-12_21_35_07, mlp1, code feats, ,6,0.156,0.054,0.086,0.061, d1-7_d2-30_num_classes-24_, ,
f1_micro2019-09-06_14_51_12, DecisionTreeClassifier, x_topo_feats, ,0,0.159,0.05,0.093,0.06, max_depth-4_, ,
f1_macro2019-09-14_23_06_33, LogisticRegression, x_topo_feats, ,4,0.062,0.082,0.109,0.06, C-1_max_iter-100_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
f1_macro2019-09-16_09_46_38, LogisticRegression, x_topo_feats, ./tmp/symbols_dataset_1_precomp_split_undersample_max_third/,3,0.062,0.082,0.109,0.06, C-1_max_iter-100_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
f1_macro2019-09-16_22_21_11, mlp3, tfidf and topo feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_half/,1466,0.321,0.067,0.064,0.059, d1-96_d2-10_d3-10_d4-5_num_classes-171_, ,
f1_macro2019-09-15_23_54_30, RandomForestClassifier, tfidf and topo feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_third/,3,0.058,0.108,0.054,0.058, clf__max_depth-8_clf__n_estimators-16_, ,
f1_macro2019-09-15_14_07_36, RandomForestClassifier, tfidf and topo feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_half/,2,0.046,0.073,0.061,0.057, clf__max_depth-8_clf__n_estimators-4_, ,
f1_macro2019-09-16_13_44_54, RandomForestClassifier, topo and code feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_half/,2,0.048,0.066,0.058,0.056, max_depth-150_n_estimators-4_, ,
precision_micro2019-08-17_13_50_44, RandomForestClassifier, x_topo_feats, ,15,0.076,0.051,0.094,0.055, max_depth-4_n_estimators-100_, ,
f1_macro2019-09-15_01_37_23, RandomForestClassifier, tfidf and topo feats, ,1,0.052,0.076,0.056,0.055, clf__max_depth-8_clf__n_estimators-4_, ,
f1_micro2019-08-17_13_50_44, RandomForestClassifier, x_topo_feats, ,15,0.076,0.049,0.096,0.053, max_depth-4_n_estimators-500_, ,
f1_macro2019-09-15_02_47_10, RandomForestClassifier, tfidf and topo feats, ,5,0.053,0.086,0.053,0.052, clf__max_depth-8_clf__n_estimators-16_, ,
recall_micro2019-08-17_13_50_44, RandomForestClassifier, x_topo_feats, ,19,0.076,0.043,0.094,0.051, max_depth-4_n_estimators-500_, ,
f1_macro2019-09-15_09_21_02, RandomForestClassifier, tfidf and topo feats, ,1,0.055,0.067,0.056,0.051, clf__max_depth-8_clf__n_estimators-4_, ,
recall_macro2019-08-17_13_50_44, RandomForestClassifier, x_topo_feats, ,17,0.075,0.048,0.088,0.05, max_depth-4_n_estimators-16_, ,
macroF1_2019-09-17_12_58_32, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_half/,1824,0.056,0.054,0.082,0.05, aggr_type-mean_d1-30_d2-20_num_classes-24_num_layers-4_batch_size-16_learning_rate-0.001_, ,
f1_macro2019-09-15_14_11_14, mlp2, tfidf and topo feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_half/,128,0.308,0.061,0.052,0.049, d1-96_d2-20_d3-15_num_classes-171_, ,
f1_macro2019-09-12_19_30_27, mlp1, code feats, ,6,0.149,0.092,0.074,0.049, d1-7_d2-30_num_classes-24_, ,
f1_macro2019-09-15_04_51_08, RandomForestClassifier, tfidf and topo feats, ,4,0.052,0.089,0.049,0.049, clf__max_depth-8_clf__n_estimators-16_, ,
macroF1_2019-09-17_18_39_47, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_half/,1824,0.087,0.048,0.077,0.048, aggr_type-mean_d1-30_d2-20_num_classes-24_num_layers-4_batch_size-16_learning_rate-0.001_, ,
f1_macro2019-09-15_16_00_59, RandomForestClassifier, topo and code feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_third/,1,0.056,0.062,0.047,0.047, max_depth-150_n_estimators-4_, ,
f1_macro2019-09-14_23_06_26, LogisticRegression, x_topo_feats, ,4,0.054,0.054,0.101,0.047, C-1_max_iter-100_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
f1_macro2019-09-16_07_41_45, LogisticRegression, x_topo_feats, ./tmp/symbols_dataset_1_precomp_split_undersample_max_half/,5,0.054,0.054,0.101,0.047, C-1_max_iter-100_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
f1_macro2019-09-16_18_54_53, mlp2, topo and code feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_third/,247,0.239,0.061,0.05,0.045, d1-17_d2-20_d3-15_num_classes-171_, ,
f1_macro2019-09-15_09_24_31, mlp2, tfidf and topo feats, ,31,0.3,0.057,0.047,0.044, d1-96_d2-20_d3-15_num_classes-171_, ,
f1_macro2019-09-15_11_13_02, RandomForestClassifier, topo and code feats, ,1,0.05,0.049,0.047,0.044, max_depth-150_n_estimators-4_, ,
recall_macro2019-08-17_14_59_20, LogisticRegression, feats_topo_code, ,70,0.088,0.036,0.07,0.043, C-1_max_iter-200_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
recall_micro2019-08-17_14_59_20, LogisticRegression, feats_topo_code, ,54,0.088,0.036,0.07,0.043, C-1_max_iter-200_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
precision_micro2019-08-17_14_59_20, LogisticRegression, feats_topo_code, ,43,0.088,0.036,0.07,0.043, C-1_max_iter-200_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
f1_micro2019-08-17_14_59_20, LogisticRegression, feats_topo_code, ,41,0.088,0.036,0.07,0.043, C-1_max_iter-200_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
macroF1_2019-09-17_20_06_28, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_half/,1130,0.061,0.039,0.08,0.043, aggr_type-mean_d1-30_d2-20_num_classes-24_num_layers-1_batch_size-16_learning_rate-0.001_, ,
precision_macro2019-08-17_14_59_20, LogisticRegression, feats_topo_code, ,46,0.06,0.036,0.07,0.043, C-1_max_iter-200_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
f1_macro2019-08-17_14_59_20, LogisticRegression, feats_topo_code, ,45,0.059,0.036,0.07,0.043, C-1_max_iter-200_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
f1_macro2019-09-16_16_41_57, LogisticRegression, tfidf and topo feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_half/,119,0.04,0.063,0.043,0.043, clf__C-1_clf__max_iter-100_clf__multi_class-ovr_clf__penalty-l2_clf__solver-newton-cg_, ,
f1_macro2019-09-12_00_36_03, mlp1, code feats, ,6,0.133,0.036,0.068,0.042, d1-7_d2-10_num_classes-24_, ,
f1_macro2019-09-16_04_20_13, mlp2, tfidf and topo feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_third/,80,0.285,0.048,0.047,0.041, d1-96_d2-20_d3-15_num_classes-171_, ,
f1_macro2019-09-15_03_28_12, RandomForestClassifier, tfidf and topo feats, ,1,0.052,0.06,0.041,0.041, clf__max_depth-8_clf__n_estimators-4_, ,
f1_macro2019-09-15_07_08_16, mlp2, topo and code feats, ,101,0.239,0.05,0.044,0.04, d1-17_d2-20_d3-15_num_classes-171_, ,
f1_micro_2019-09-08_02_12_34, 3_GGNN1, graph, , ,0.149,0.035,0.072,0.038, d1-15_d2-10_num_layers-2_aggr_type-mean_num_classes-24_batch_size-32_learning_rate-0.01_, ,
f1_micro_2019-09-08_02_12_37, 3_GGNN1, graph, , ,0.149,0.035,0.072,0.038, d1-15_d2-10_num_layers-2_aggr_type-mean_num_classes-24_batch_size-32_learning_rate-0.01_, ,
f1_micro_2019-09-08_02_12_40, 3_GGNN1, graph, , ,0.149,0.035,0.072,0.038, d1-15_d2-10_num_layers-2_aggr_type-mean_num_classes-24_batch_size-32_learning_rate-0.01_, ,
f1_micro_2019-09-08_02_12_43, 3_GGNN1, graph, , ,0.149,0.035,0.072,0.038, d1-15_d2-10_num_layers-2_aggr_type-mean_num_classes-24_batch_size-32_learning_rate-0.01_, ,
recall_micro2019-08-17_14_18_23, LogisticRegression, code_feats, ,15,0.087,0.033,0.062,0.037, C-10_max_iter-200_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
precision_micro2019-08-17_14_18_23, LogisticRegression, code_feats, ,13,0.087,0.033,0.062,0.037, C-10_max_iter-200_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
f1_micro2019-08-17_14_18_23, LogisticRegression, code_feats, ,13,0.087,0.033,0.062,0.037, C-10_max_iter-200_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
recall_macro2019-08-17_14_18_23, LogisticRegression, code_feats, ,21,0.086,0.033,0.062,0.037, C-10_max_iter-200_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
f1_macro2019-08-17_14_18_23, LogisticRegression, code_feats, ,13,0.056,0.033,0.062,0.037, C-10_max_iter-200_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
precision_macro2019-08-17_14_18_23, LogisticRegression, code_feats, ,13,0.053,0.033,0.062,0.037, C-10_max_iter-200_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
f1_macro2019-09-15_07_01_05, RandomForestClassifier, topo and code feats, ,1,0.032,0.046,0.037,0.037, max_depth-8_n_estimators-4_, ,
macroF1_2019-09-17_23_21_58, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_third/,1032,0.015,0.036,0.063,0.037, aggr_type-mean_d1-30_d2-20_num_classes-24_num_layers-1_batch_size-16_learning_rate-0.001_, ,
macroF1_2019-09-17_11_50_37, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_third/,699,0.059,0.026,0.063,0.036, aggr_type-mean_d1-30_d2-20_num_classes-24_num_layers-2_batch_size-16_learning_rate-0.001_, ,
f1_macro2019-09-16_15_54_57, RandomForestClassifier, topo and code feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_half/,2,0.034,0.063,0.037,0.036, max_depth-8_n_estimators-16_, ,
macroF1_2019-09-18_00_15_41, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_third/,740,0.034,0.042,0.062,0.036, aggr_type-mean_d1-30_d2-20_num_classes-24_num_layers-1_batch_size-16_learning_rate-0.001_, ,
macroF1_2019-09-17_09_13_00, 3_GGNN5, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_third/,861,0.019,0.023,0.086,0.036, aggr_type-mean_d1-10_d2-5_d3-4_d4-4_num_classes-24_num_layers-4_batch_size-16_learning_rate-0.001_, ,
macroF1_2019-09-17_20_50_38, 3_GGNN5, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_half/,668,0.016,0.023,0.086,0.036, aggr_type-mean_d1-10_d2-5_d3-4_d4-4_num_classes-24_num_layers-2_batch_size-16_learning_rate-0.001_, ,
macroF1_2019-09-17_19_47_34, 3_GGNN5, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_third/,865,0.015,0.023,0.086,0.036, aggr_type-mean_d1-10_d2-5_d3-4_d4-4_num_classes-24_num_layers-4_batch_size-16_learning_rate-0.01_, ,
macroF1_2019-09-17_14_48_21, 3_GGNN5, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_third/,862,0.015,0.023,0.086,0.036, aggr_type-mean_d1-10_d2-5_d3-4_d4-4_num_classes-24_num_layers-4_batch_size-16_learning_rate-0.001_, ,
macroF1_2019-09-17_17_15_46, 3_GGNN5, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_half/,530,0.014,0.023,0.086,0.036, aggr_type-mean_d1-10_d2-5_d3-4_d4-4_num_classes-24_num_layers-2_batch_size-16_learning_rate-0.001_, ,
recall_micro2019-08-17_14_59_20, DecisionTreeClassifier, feats_topo_code, ,0,0.065,0.045,0.056,0.035, max_depth-4_, ,
precision_micro2019-08-17_14_59_20, DecisionTreeClassifier, feats_topo_code, ,0,0.065,0.045,0.056,0.035, max_depth-4_, ,
f1_micro2019-08-17_14_59_20, DecisionTreeClassifier, feats_topo_code, ,0,0.064,0.045,0.056,0.035, max_depth-4_, ,
recall_macro2019-08-17_14_59_20, DecisionTreeClassifier, feats_topo_code, ,0,0.063,0.045,0.056,0.035, max_depth-4_, ,
f1_macro2019-09-16_02_46_46, LogisticRegression, tfidf and topo feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_third/,71,0.037,0.051,0.037,0.035, clf__C-1_clf__max_iter-100_clf__multi_class-ovr_clf__penalty-l2_clf__solver-newton-cg_, ,
precision_macro2019-08-17_14_59_20, DecisionTreeClassifier, feats_topo_code, ,0,0.035,0.045,0.056,0.035, max_depth-4_, ,
f1_macro2019-08-17_14_59_20, DecisionTreeClassifier, feats_topo_code, ,0,0.035,0.045,0.056,0.035, max_depth-4_, ,
f1_macro2019-09-15_03_07_54, RandomForestClassifier, topo and code feats, ,1,0.037,0.044,0.035,0.034, max_depth-8_n_estimators-4_, ,
f1_macro2019-09-16_04_12_37, RandomForestClassifier, topo and code feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_third/,1,0.037,0.046,0.035,0.034, max_depth-8_n_estimators-16_, ,
f1_macro2019-09-16_11_23_38, RandomForestClassifier, topo and code feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_half/,1,0.031,0.054,0.034,0.034, max_depth-8_n_estimators-4_, ,
macroF1_2019-09-17_14_27_01, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_third/,656,0.018,0.029,0.063,0.034, aggr_type-mean_d1-30_d2-20_num_classes-24_num_layers-1_batch_size-16_learning_rate-0.01_, ,
